title_norm,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
the godfather part iii,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the goonies,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
the graduate,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
the grand budapest hotel,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the grapes of wrath,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
the great escape,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
the green mile,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
the hangover,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the hateful eight,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
the help,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the hobbit an unexpected journey,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
the hobbit the desolation of smaug,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
the hurricane,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
the hustler,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
the illusionist,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
the imitation game,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
the incredibles,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the innocents,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
the insider,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
the intouchables,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the irishman,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the iron giant,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the jungle book,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
the killing fields,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
the king of comedy,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the king s speech,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
the last emperor,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
the last king of scotland,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
the last of the mohicans,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the last picture show,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
the last samurai,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the lego movie,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the lion king,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the little mermaid,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
the lives of others,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
the long goodbye,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the longest day,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
the lord of the rings the fellowship of the ring,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the lord of the rings the return of the king,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the lord of the rings the two towers,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the lunchbox,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
the machinist,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
the magdalene sisters,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the magnificent seven,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
the martian,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
the matrix,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
the muppet christmas carol,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
the muppet movie,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
the naked gun from the files of police squad,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the nightmare before christmas,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
the notebook,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
the odd couple,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the others,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
the outlaw josey wales,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
the peanut butter falcon,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the perks of being a wallflower,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
the pianist,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
the prestige,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
the princess bride,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
the purple rose of cairo,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
the pursuit of happyness,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the remains of the day,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
the revenant,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the right stuff,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the royal tenenbaums,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the sandlot,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
the shining,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
the silence of the lambs,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
the sixth sense,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
the social network,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the sound of music,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
the station agent,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the sting,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the straight story,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the terminator,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
the theory of everything,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
the thin red line,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
the thing,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
the third man,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
the treasure of the sierra madre,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
the truman show,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the untouchables,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
the usual suspects,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
the verdict,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the visitor,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the warriors,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
the wild bunch,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
the wizard of oz,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
the wolf of wall street,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the world s fastest indian,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
the wrestler,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
there will be blood,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
this is spinal tap,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
thor ragnarok,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
three billboards outside ebbing missouri,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
titanic,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
todo sobre mi madre,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tokyo goddofazazu,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tombstone,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tonari no totoro,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
touch of evil,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
toy story,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
toy story 2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
toy story 3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
toy story 4,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
training day,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
trainspotting,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
trois couleurs blanc,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
trois couleurs bleu,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
trois couleurs rouge,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
tropa de elite,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
true grit,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
true romance,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
twelve monkeys,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
un long dimanche de fiancailles,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
un prophete,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
under sandet,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
unforgiven,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
up,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
v for vendetta,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
vampire hunter d bloodlust,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
veer zaara,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
vertigo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
waking life,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
walk the line,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
wall e,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
warrior,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
watchmen,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
what ever happened to baby jane,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
what s eating gilbert grape,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
what we do in the shadows,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
when harry met sally,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
whiplash,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
who framed roger rabbit,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
willy wonka the chocolate factory,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
wind river,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
withnail i,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
wo hu cang long,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
wonder,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
wreck it ralph,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x first class,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
x men days of future past,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
y tu mama tambien,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ying xiong,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
young frankenstein,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
zodiac,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
zombieland,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
zootopia,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
zwartboek,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
