0
""
 1 000 a minute
 38 
 a torzija a torsion 
 and justice for all
 crocodile dundee
 round midnight
10
102 dalmatians
12
12 01 pm
12 monkeys
127 hours
13 hours the secret soldiers of benghazi
13th
140 days under the world
1776
1848
1941
20 000 leagues under the sea
20 days in mariupol
20 feet from stardom
2010
20th century women
24 hour alert
3 misses
3rd ave el
4 1 miles
4 little girls
42nd street
45 years
5 broken cameras
55 days at peking
7 35 in the morning 7 35 de la manana 
7 faces of dr lao
7 faces of dr lao 
7th heaven
8 mile
89mm od europy 89mm from europe 
9
a beautiful day in the neighborhood
a better life
a boy and his dog
a boy named charlie brown
a bug s life
a cage of nightingales
a cat in paris
a certain smile
a chairy tale
a chance to live
a chef in love
a chorus line
a christmas carol
a city called copenhagen
a city decides
a civil action
a close shave
a complete unknown
a concerto is a conversation
a cry in the dark
a damsel in distress
a day at the races
a day in the life of bonnie consolo
a different approach
a different man
a double life
a dry white season
a fantastic woman
a farewell to arms
a few notes on our food problem
a fish called wanda
a force in readiness
a foreign affair
a free soul
a funny thing happened on the way to the forum
a gathering of eagles
a girl in the river the price of forgiveness
a grand day out
a great day in harlem
a greek tragedy
a gun in his hand
a guy named joe
a handful of dust
a hatful of rain
a history of violence
a hole in the head
a house is not a home
a house made of splinters
a i artificial intelligence
a jury of her peers
a king s story
a letter to three wives
a lien
a little night music
a little romance
a little vicious
a long way from nowhere
a love song for latasha
a majority of one
a man and a woman
a man called ove
a man called peter
a man thing meska sprawa 
a matter of loaf and death
a medal for benny
a midsummer night s dream
a mighty wind
a morning stroll
a new kind of love
a night at the garden
a night at the movies
a note of triumph the golden age of norman corwin
a nous la liberte
a passage to india
a patch of blue
a place in the land
a place in the sun
a place in the world
a place to live
a place to stand
a portrait of giselle
a preferred list
a prophet
a queen is crowned
a quiet place
a rage to live
a real pain
a river runs through it
a room with a view
a royal affair
a separation
a serious man
a shaun the sheep movie farmageddon
a ship comes in
a ship is born
a shocking accident
a simple plan
a simple story
a single life
a single man
a sister
a soccer story uma historia de futebol 
a soldier s story
a song to remember
a space to grow
a special day
a sport is born
a stitch for time
a stolen life
a story of healing
a tale of two cities
a thousand and one nights
a thousand clowns
a time for burning
a time for justice
a time out of war
a time to love and a time to die
a touch of class
a tree grows in brooklyn
a very long engagement
a voice is born the story of niklos gafni
a war
a way out of the wilderness
a wild hare
a woman of affairs
a woman under the influence
a yank in the r a f 
a year toward tomorrow
abacus small enough to jail
abe lincoln in illinois
about a boy
about schmidt
above and beyond
absence of malice
across the universe
action in the north atlantic
ad astra
adalen 31
adam
adam and dog
adam clayton powell
adam s rib
adaptation
addams family values
address unknown
adolescence
adventure in the bronx
adventures in perception
adventures of robinson crusoe
affair in trinidad
affairs of the art
affliction
africa prelude to victory
after the axe
after the thin man
after the wedding
afterglow
aftersun
against all odds
against wind and tide a cuban odyssey
agatha
agee
agnes of god
agueda martinez our people our country
air force
air force one
airport
airport 77
ajami
ala kachuu take and run
alaska spirit of the wild
alaska wilderness lake
albert nobbs
albert schweitzer
alexander s ragtime band
alfie
algiers
ali
ali baba goes to town
alibi
alice
alice adams
alice doesn t live here anymore
alice in wonderland
alice s restaurant
alien 3
alien romulus
alive in the deep
all about my mother
all american co ed
all is lost
all nothing
all out for v 
all that breathes
all that money can buy
all the beauty and the bloodshed
all the brothers were valiant
all the king s horses
all the king s men
all the money in the world
all things fair
all this and heaven too
allied
aloma of the south seas
alone yet not alone
along the rainbow trail
alsino and the condor
altered states
alvorada brazil s changing face 
always a new beginning
always in my heart
ama girls
amarcord
amazon
amazon diary
america america
american dream
american factory
american fiction
american graffiti
american hustle
american shoeshine
american sniper
american splendor
american symphony
americas in transition
amistad
amphibious fighters
amy
an affair to remember
an american dream
an american in paris
an american tail
an american werewolf in london
an education
an encounter with faces
an essay on matisse
an impression of john steinbeck writer
