actor,total_films,mean_rating,mean_gross,wins
Henry Cavill,1,7.7,220159104.0,0
Henry Bergman,1,8.5,163245.0,0
Henrik Dahl,1,7.9,2122065.0,0
Henning Moritzen,1,8.0,1647780.0,0
Helmut Qualtinger,1,7.7,7153487.0,0
Helmut Griem,1,7.8,42765000.0,8
Helena Bonham Carter,1,8.0,138797449.0,4
Christopher Reeve,1,7.8,22954968.0,0
Hee Jae,1,8.0,238507.0,0
Hayley Squires,1,7.9,258168.0,0
Billy Connolly,1,7.7,111110575.0,0
Haya Harareet,1,8.1,74700000.0,11
Harvey Korman,1,7.7,119500000.0,0
Chulpan Khamatova,1,7.7,4064200.0,0
Harry Myers,1,8.5,19181.0,0
Harry Guardino,1,7.7,35900000.0,0
Harry Dean Stanton,1,8.1,2181987.0,0
Harry Connick Jr.,1,8.0,23159305.0,0
Harriet Andersson,1,8.0,1530386.0,0
Harold Ramis,1,7.8,238632124.0,0
Christopher Mintz-Plasse,1,8.1,217581231.0,0
Henry Thomas,1,7.8,435110554.0,4
Herb Edelman,1,7.7,44527234.0,0
Herbert Grönemeyer,1,8.3,11487676.0,0
Hugh Walsh,1,7.8,9439923.0,1
Hugh Grant,1,7.8,40442052.0,0
Hugh Bonneville,1,7.8,40442052.0,0
Hudhail Al-Amir,1,7.8,57504069.0,0
Huck Milner,1,7.6,608581744.0,0
Hubertus Bengsch,1,8.3,11487676.0,0
Horacio Salinas,1,7.9,61001.0,0
Honor Blackman,1,7.7,51081062.0,1
Holmes Osborne,1,8.0,1480006.0,0
Christopher Guest,1,7.9,188751.0,0
Hitoshi Takagi,1,8.2,1105564.0,0
Hisako Kyôda,1,8.1,495770.0,0
Hiroyuki Okiura,1,7.9,1000045.0,0
Hiromasa Yonebayashi,1,7.7,765127.0,0
Hilary Swank,1,8.1,100492203.0,4
Hidetoshi Nishijima,1,7.8,5209580.0,0
Hideaki Anno,1,7.8,5209580.0,0
Hiam Abbass,1,7.6,9422422.0,0
Herbert Knaup,1,7.6,7267585.0,0
Hanno Pöschl,1,8.1,5535405.0,0
Halina Reijn,1,7.7,4398392.0,0
Halina Gryglaszewska,1,7.8,1999955.0,0
Glen Hansard,1,7.8,9439923.0,1
Giovanni Ribisi,1,7.7,44585453.0,1
Giorgio Cantarini,1,8.6,57598247.0,0
Cleavon Little,1,7.7,119500000.0,0
Gina Torres,1,7.8,25514517.0,0
Gillian Anderson,1,7.7,17605861.0,1
Gil Birmingham,1,7.6,26862450.0,0
Clifton Powell,1,7.7,75331600.0,2
Gert Fröbe,1,7.7,51081062.0,1
Gerry Robert Byrne,1,8.3,34400301.0,1
Gerd Oswald,1,7.8,39100000.0,2
Gerardo Taracena,1,7.8,50866635.0,0
Gerard Hendrick,1,7.8,9439923.0,1
Geraldine Chaplin,1,8.0,111722000.0,5
Gerald R. Molen,1,8.0,178800000.0,4
Georges Siatidis,1,7.9,1059830.0,1
Colm Feore,1,7.7,35739802.0,0
George Raft,1,8.2,25000000.0,1
Connie Nielsen,1,8.5,187705427.0,5
George Kennedy,1,8.1,16217773.0,1
Giustino Durano,1,8.6,57598247.0,0
Glynis Johns,1,7.8,102272727.0,5
Haley Joel Osment,1,8.1,293506292.0,0
Golshifteh Farahani,1,8.0,106662.0,0
Haing S. Ngor,1,7.8,34700291.0,3
Hailee Steinfeld,1,7.6,171243005.0,1
Haaz Sleiman,1,7.6,9422422.0,0
Günes Sensoy,1,7.6,845464.0,0
Gérard Jugnot,1,7.9,3635164.0,0
Cillian Murphy,1,7.6,45064915.0,0
Gwilym Lee,1,8.0,216428042.0,4
Claire Bloom,1,7.9,18254702.0,0
Claire Danes,1,7.6,38634938.0,0
Griffin Dunne,1,7.7,10600000.0,0
Claire Rushbrook,1,8.0,13417292.0,0
Greg Grunberg,1,7.6,215288866.0,4
Claudette Colbert,1,8.1,4360000.0,5
Gracy Singh,1,8.1,70147.0,0
Graciela Tenenbaum,1,7.9,1221261.0,0
Claudia Cardinale,1,8.5,5321508.0,0
Goya Toledo,1,8.1,5383834.0,0
Gorô Naya,1,8.1,495770.0,0
Gore Vidal,1,7.8,12339633.0,0
Hugh Welchman,1,7.8,6735118.0,0
Hugo Weaving,1,8.2,70511035.0,0
Christopher Carley,1,8.1,148095302.0,0
Jane Darwell,1,8.0,55000.0,2
Jan Sterling,1,8.1,3969893.0,0
Jan Pinkava,1,8.0,206445654.0,1
Jan Cornet,1,7.6,3185812.0,0
Chief Dan George,1,7.8,31800000.0,0
Chieko Baishô,1,8.2,4711096.0,0
Jamie Draven,1,7.7,21995263.0,0
Jamie Chung,1,7.8,222527828.0,1
Jamie Bell,1,7.7,21995263.0,0
James Woods,1,8.2,42438300.0,0
Chika Sakamoto,1,8.2,1105564.0,0
James Remar,1,7.6,22490039.0,0
Cho Jin-woong,1,8.1,2006788.0,0
Cho Yeo-jeong,1,8.6,53367844.0,0
Choi Min-sik,1,8.4,707481.0,0
James Marsden,1,8.0,1506975.0,0
James Laurenson,1,8.1,22244207.0,0
Choi Woo-sik,1,8.6,53367844.0,0
James Fleet,1,7.6,43182776.0,1
James Earl Jones,1,8.5,422783777.0,2
Jane Alexander,1,7.8,106260000.0,5
Jane Fonda,1,7.6,119285432.0,3
James Cromwell,1,7.9,44671682.0,5
Jane Galloway Heitz,1,8.0,6203044.0,0
Javier Cámara,1,7.9,9284265.0,0
Charlotte Rampling,1,7.7,54000000.0,0
Jason Segel,1,7.6,251513985.0,0
Chase Ellison,1,7.6,697181.0,0
Jason Patric,1,7.6,49100000.0,0
Jason Mitchell,1,7.8,161197785.0,0
Jason London,1,7.6,7993039.0,0
Jason Lee,1,8.0,261441092.0,2
Jason Flemyng,1,8.2,3897569.0,0
Jason Cope,1,7.9,115646235.0,0
Jason Bateman,1,8.0,341268248.0,1
Chen Chang,1,7.8,128078872.0,0
Jared Gilman,1,7.8,45512466.0,0
Jared Bush,1,8.0,341268248.0,1
Janusz Gajos,1,7.6,1464625.0,0
Jang Dong-Gun,1,8.1,1111061.0,0
Chiara Mastroianni,1,8.0,4445756.0,0
Janelle Monáe,1,7.8,169607287.0,0
Jane Lynch,1,7.7,189422889.0,0
James Doohan,1,7.7,78912963.0,0
Chris Elliott,1,8.0,70906973.0,0
Hye-ja Kim,1,7.8,547292.0,0
J.D. Cannon,1,8.1,16217773.0,1
Izabela Vidovic,1,8.0,132422809.0,0
Ivana Baquero,1,8.2,37634615.0,3
Isabelle Huppert,1,7.9,6739492.0,1
Isabelle Adjani,1,7.7,1924733.0,0
Isabella Rossellini,1,7.7,8551228.0,0
Isaac Hayes,1,7.7,52037603.0,0
Isa Danieli,1,8.5,11990401.0,0
Christian Friedel,1,7.8,2222647.0,0
Irving Metzman,1,7.7,10631333.0,0
Irene Miracle,1,7.6,35000000.0,2
Christine Hargreaves,1,8.1,22244207.0,0
Christoph Waltz,1,8.4,162805434.0,2
Iemasa Kayumi,1,8.0,515905.0,0
Ida Engvoll,1,7.7,3358518.0,0
Christopher Adamson,1,7.8,54234062.0,0
Ian Holm,1,7.7,63540020.0,0
Iain Rea,1,7.8,5128124.0,0
Hyuk-ho Kwon,1,8.0,238507.0,0
Hyeong-jin Kong,1,8.1,1111061.0,0
J. Mackye Gruber,1,7.6,57938693.0,0
Christian Berkel,1,7.7,141072.0,0
Chris O'Donnell,1,8.0,63895607.0,1
J.T. Walsh,1,8.0,24475416.0,1
Jake Johnson,1,8.4,190241310.0,1
Chris Owen,1,7.8,32481825.0,0
Jae-ho Song,1,8.1,14131.0,0
Jae Head,1,7.6,255959475.0,1
Jaden Smith,1,8.0,163566459.0,0
Jacques Villeret,1,7.7,4065116.0,0
Chris Penn,1,8.3,2832029.0,0
Jackie Gleason,1,8.0,8284000.0,2
Jackie Earle Haley,1,7.6,107509799.0,0
Jacki Weaver,1,7.7,132092958.0,1
Chris Renaud,1,7.6,251513985.0,0
Jack Thibeau,1,7.6,43000000.0,0
Jack Reynor,1,7.9,3237118.0,0
Chris Sanders,1,8.1,217581231.0,0
Jack McBrayer,1,7.7,189422889.0,0
Jack Kehoe,1,7.7,29800000.0,0
Jack Carson,1,8.0,17570324.0,0
Jack Albertson,1,7.8,4000000.0,0
JB Blanc,1,7.8,54234062.0,0
George Harrison,1,7.6,13780024.0,0
Corey Hawkins,1,7.8,161197785.0,0
Cori Gonzalez-Macuer,1,7.7,3333000.0,0
Eleanor Parker,1,8.0,163214286.0,5
Eleanor Bron,1,7.7,10019307.0,0
Eiza González,1,7.6,107825862.0,0
Eileen Walsh,1,7.7,4890878.0,0
Edward James Olmos,1,8.1,32868943.0,0
Edward G. Robinson,1,8.3,5720000.0,0
Edward Fox,1,7.8,16056255.0,0
Edward Burns,1,8.6,216540909.0,5
Edward Asner,1,8.2,293004164.0,3
Edward Arnold,1,8.1,9600000.0,1
Edmond O'Brien,1,7.9,12064472.0,0
Edgar Ramírez,1,8.0,227471070.0,3
Eddie Redmayne,1,7.7,35893537.0,1
Ed Skrein,1,8.0,363070709.0,0
Ed Helms,1,7.7,277322503.0,0
Dave Goelz,1,7.7,27281507.0,0
Dwight Yoakam,1,8.0,24475416.0,1
Dave Johns,1,7.9,258168.0,0
Drew Barrymore,1,7.8,435110554.0,4
Douglas Booth,1,7.8,6735118.0,0
Eleanor David,1,8.1,22244207.0,0
Elena Anaya,1,7.6,3185812.0,0
Dorsey Wright,1,7.6,22490039.0,0
Elena Lyadova,1,7.6,1092800.0,0
Elpidia Carrillo,1,7.8,59735548.0,0
Elliott Gould,1,7.6,959000.0,1
Elliot Page,1,8.8,292576195.0,4
Ellen DeGeneres,1,8.1,380843261.0,1
Danny Lloyd,1,8.4,44017374.0,0
Ellar Coltrane,1,7.9,25379975.0,1
Elizabeth Taylor,1,8.0,17570324.0,0
Elizabeth Berrington,1,7.9,7757130.0,0
Elizabeth Berridge,1,8.3,51973029.0,8
Elizabeth Banks,1,7.7,257760692.0,0
Eliza Scanlen,1,7.8,108101214.0,3
Elit Iscan,1,7.6,845464.0,0
Elissa Knight,1,8.4,223808164.0,1
Elisabeth Shue,1,7.6,697181.0,0
Darren McGavin,1,7.9,20605209.0,0
Elijah Smith,1,7.9,25379975.0,1
Darryl F. Zanuck,1,7.8,39100000.0,2
Eli Roth,1,8.3,120540719.0,1
Eli Marienthal,1,8.0,23159305.0,0
Doug McKeon,1,7.6,119285432.0,3
Dorothy Duffy,1,7.7,4890878.0,0
Danny Huston,1,7.6,16290476.0,0
Diane Ladd,1,7.8,5128124.0,0
Diahnne Abbott,1,7.8,2500000.0,0
Dexter Fletcher,1,8.2,3897569.0,0
David Silverman,1,8.1,289916256.0,1
Derek Jacobi,1,8.0,138797449.0,4
David Thewlis,1,7.8,9030581.0,0
Dennis Quaid,1,7.8,21500000.0,4
David Tomlinson,1,7.8,102272727.0,5
Dennis Farina,1,8.3,30328156.0,0
Denholm Elliott,1,8.2,197171806.0,1
Demi Moore,1,7.7,141340178.0,0
Delroy Lindo,1,7.7,48169908.0,0
Delphine Seyrig,1,7.9,198809.0,0
Dee Wallace,1,7.8,435110554.0,4
Debra Messing,1,7.6,26020957.0,0
David Wenham,1,7.6,210614939.0,0
David Zucker,1,7.7,83400000.0,0
Debbie Reynolds,1,8.3,8819028.0,0
Dean-Charles Chapman,1,8.3,159227644.0,3
Dean Stockwell,1,8.1,2181987.0,0
David Rawle,1,8.1,857524.0,0
Diane Venora,1,7.8,28965197.0,0
Dorothy Comingore,1,8.3,1585634.0,1
David James,1,7.9,115646235.0,0
Donny Alamsyah,1,7.6,4105123.0,0
Donnie Yen,1,7.8,532177324.0,0
Donna Reed,1,7.6,30500000.0,8
Donna Murphy,1,7.7,200821936.0,0
Daveigh Chase,1,8.6,10055859.0,0
Donald Pleasence,1,7.7,47000000.0,0
Donald O'Connor,1,8.3,8819028.0,0
Don Hall,1,7.6,248757044.0,0
Don Gordon,1,8.0,53267000.0,0
David Della Rocco,1,7.8,25812.0,0
David Emge,1,7.9,5100000.0,0
Dominique McElligott,1,7.9,5009677.0,0
Dominic West,1,7.6,210614939.0,0
David Hand,1,7.7,76408097.0,1
Doga Zeynep Doguslu,1,7.6,845464.0,0
David Herman,1,7.7,10824921.0,0
Diego Starosta,1,8.1,3107072.0,0
Diego Luna,1,7.8,532177324.0,0
Dick Van Dyke,1,7.8,102272727.0,5
Elya Baskin,1,7.7,7153487.0,0
Emilia Fox,1,8.5,32572577.0,3
Craig Bierko,1,8.0,61649911.0,0
Fred Willard,1,8.4,223808164.0,1
François Truffaut,1,7.6,132088635.0,2
François Cluzet,1,8.5,13182281.0,0
François Berléand,1,7.9,3635164.0,0
Frantz Turner,1,8.0,1010414.0,0
Dakota Johnson,1,7.6,13122642.0,0
Frank Vincent,1,8.2,23383987.0,2
Frank Oz,1,7.6,76657000.0,0
Frank Langella,1,7.7,18593156.0,0
Frank Finlay,1,8.5,32572577.0,3
Francis Huster,1,7.7,4065116.0,0
Francis Capra,1,7.8,17266971.0,0
Francine Racette,1,8.0,4542825.0,0
Frances Sternhagen,1,7.8,61276872.0,1
Dalia Hernández,1,7.8,50866635.0,0
Frances Conroy,1,8.5,335451311.0,2
Damian Chapa,1,8.0,4496583.0,0
Ford Beebe Jr.,1,7.7,76408097.0,1
Florijan Ajdini,1,8.1,348660.0,0
Florian Lukas,1,7.7,4064200.0,0
Daisy Ridley,1,7.9,936662225.0,0
Daisuke Ryû,1,8.2,4135750.0,1
Florence Lee,1,8.5,19181.0,0
Fredric March,1,8.0,23650000.0,8
Geoffrey Arend,1,7.7,32391374.0,0
Craig Ferguson,1,7.8,177002924.0,0
Craig Parkinson,1,7.7,871577.0,0
Gaylen Ross,1,7.9,5100000.0,0
Gattlin Griffith,1,7.7,35739802.0,0
Gastón Pauls,1,7.9,1221261.0,0
Gastone Moschin,1,8.0,541940.0,0
Gaspard Ulliel,1,7.6,6167817.0,0
Gaspard Manesse,1,8.0,4542825.0,0
Curt Bois,1,8.0,3333969.0,0
Gary Lockwood,1,8.3,56954992.0,1
Gary Farmer,1,7.6,1037847.0,0
Gary Cooper,1,7.9,9450000.0,4
Gary Busey,1,7.6,65207127.0,0
Garrett M. Brown,1,7.6,48071303.0,0
Gabrielle Anwar,1,8.0,63895607.0,1
Dafne Keen,1,8.1,226277068.0,0
Frédérique Feder,1,8.1,4043686.0,0
Freida Pinto,1,8.0,141319928.0,8
Florence Pugh,1,7.8,108101214.0,3
Fionn Whitehead,1,7.8,188373161.0,3
Emilio Echevarría,1,8.1,5383834.0,0
Ernst Jacobi,1,7.8,2222647.0,0
Ernest B. Schoedsack,1,7.9,10000000.0,4
Eric Sykes,1,7.7,290013036.0,0
Eric Schweig,1,7.7,75505856.0,1
Eric Idle,1,8.2,1229197.0,0
Eric Baugin,1,7.8,193817.0,0
Eric Bana,1,7.7,108638745.0,2
Enzo Tarascio,1,8.0,541940.0,0
Enzo Cannavale,1,8.5,11990401.0,0
Enrique Castillo,1,8.0,4496583.0,0
Emmy Rossum,1,7.9,90135191.0,2
Daniel Kaluuya,1,7.7,176040665.0,1
Emmanuelle Riva,1,7.9,6739492.0,1
Daniel Mays,1,8.3,159227644.0,3
Daniel Prévost,1,7.7,4065116.0,0
Daniel Richter,1,8.3,56954992.0,1
Emily Watson,1,7.8,4040691.0,0
Daniel Stern,1,7.6,285761243.0,0
Danny Elfman,1,8.0,75082668.0,0
Emilio Estevez,1,7.8,45875171.0,0
Ernest Borgnine,1,7.9,12064472.0,0
Errol Flynn,1,7.9,3981000.0,3
Filip Sovagovic,1,7.9,1059830.0,1
Daniel Giménez Cacho,1,7.6,13622333.0,0
Filip Berg,1,7.7,3358518.0,0
Dan Hedaya,1,7.6,2150000.0,0
Fernanda Montenegro,1,8.0,5595428.0,0
Ferdia Walsh-Peelo,1,7.9,3237118.0,0
Dan Hicks,1,7.8,5923044.0,0
Faye Wong,1,8.1,600200.0,0
Faye Dunaway,1,8.1,29000000.0,1
Fay Wray,1,7.9,10000000.0,4
Farley Granger,1,7.9,7630000.0,0
Famke Janssen,1,7.8,145000989.0,0
Dana Andrews,1,8.0,23650000.0,8
Ezra Miller,1,8.0,17738570.0,0
Ewen Bremner,1,8.1,16501785.0,0
Danai Gurira,1,7.6,9422422.0,0
Ewa Fröling,1,7.8,10095170.0,0
Evan Rachel Wood,1,7.9,26236603.0,0
Eva Marie Saint,1,8.3,13275000.0,0
Eva Green,1,8.0,167445960.0,0
Eun-ju Lee,1,8.1,1111061.0,0
Charlie Sheen,1,8.1,138530565.0,4
Jaya Bachchan,1,8.0,1787378.0,0
Je-mun Yun,1,7.8,547292.0,0
Brenda Fricker,1,7.9,14743391.0,0
Bria Vinaite,1,7.6,5904366.0,0
Lasse Fogelstrøm,1,8.3,687185.0,0
Lari White,1,7.8,233632142.0,0
Lance Henriksen,1,7.6,1037847.0,0
Laila Robins,1,7.6,49530280.0,0
Lady Gaga,1,7.6,215288866.0,4
Kôichi Yamadera,1,8.0,515905.0,0
Kåre Hedebrant,1,7.9,2122065.0,0
Kátia Lund,1,8.6,7563397.0,0
Kyle MacLachlan,1,7.7,8551228.0,0
Kyle Chandler,1,7.8,47695120.0,2
Brian Cox,1,7.7,176241941.0,0
Kurt Fuller,1,7.7,56816662.0,1
Kristina Adolphson,1,8.1,4971340.0,0
Kristen Wiig,1,8.0,228433663.0,0
Koyu Rankin,1,7.9,32015231.0,0
Kodi Smit-McPhee,1,7.6,208545589.0,0
Klaus Wennemann,1,8.3,11487676.0,0
Kirsten Sheridan,1,7.9,14743391.0,0
Laura Harring,1,7.9,7220243.0,0
Branko Djuric,1,7.9,1059830.0,1
Kirk Wise,1,8.0,218967620.0,2
Lauren Bacall,1,8.0,1530386.0,0
Leo McKern,1,7.7,28350000.0,6
Leo G. Carroll,1,7.9,7630000.0,0
Lena Headey,1,7.6,210614939.0,0
Lena Endre,1,7.8,10095170.0,0
Leland Palmer,1,7.9,37823676.0,4
Leland Orser,1,7.8,145000989.0,0
Leila Hatami,1,8.3,7098492.0,0
Leigh Whannell,1,7.6,56000369.0,0
Brad Davis,1,7.6,35000000.0,2
Brad Dourif,1,7.8,34603943.0,1
Lee Sun-kyun,1,8.6,53367844.0,0
Lee Pace,1,7.9,2280348.0,0
Brad Garrett,1,8.0,206445654.0,1
Lee Grant,1,7.9,24379978.0,5
Leandro Firmino,1,8.6,7563397.0,0
Bradley Whitford,1,7.7,176040665.0,1
Lawrence A. Bonney,1,8.6,130742922.0,5
Brady Corbet,1,7.6,697181.0,0
Branka Katic,1,8.1,348660.0,0
Kirron Kher,1,7.8,2921738.0,0
Brian Dennehy,1,7.7,47212904.0,0
Boyd Holbrook,1,8.1,226277068.0,0
Brigitte Lin,1,8.1,600200.0,0
Ken Leung,1,7.6,56000369.0,0
Ken Foree,1,7.9,5100000.0,0
Kelsey Asbille,1,7.7,33800859.0,0
Brooklynn Prince,1,7.6,5904366.0,0
Bruce Bennett,1,8.2,5014000.0,3
Keir Dullea,1,8.3,56954992.0,1
Keiko Tsushima,1,8.6,269061.0,0
Keenan Wynn,1,8.4,275902.0,0
Keanu Reeves,1,8.7,171479930.0,4
Kazunari Ninomiya,1,7.9,13756082.0,1
Kazuko Yoshiyuki,1,8.1,1498210.0,0
Kawsar Al Haddad,1,8.4,1661096.0,0
Katsunosuke Hori,1,7.7,881302.0,0
Katrin Saß,1,7.7,4064200.0,0
Katrin Cartlidge,1,7.8,4040691.0,0
Katie A. Keane,1,8.0,4018695.0,0
Bruce Cabot,1,7.9,10000000.0,4
Katherine Helmond,1,7.9,9929135.0,0
Bruce Campbell,1,7.8,5923044.0,0
Ken Stott,1,7.8,258366855.0,0
Keri Russell,1,7.6,208545589.0,0
Kirk Acevedo,1,7.6,36400491.0,0
Kermit the Frog,1,7.7,27281507.0,0
Kirin Kiki,1,7.9,3313513.0,0
Kimberly Stringer,1,7.9,188751.0,0
Kim Young-Min,1,8.0,2380788.0,0
Kim Uylenbroek,1,7.9,2280348.0,0
Kim Sang-kyung,1,8.1,14131.0,0
Kim Novak,1,8.3,3200000.0,0
Kim Min-hee,1,8.1,2006788.0,0
Brian Howe,1,8.0,163566459.0,0
Kim Greist,1,7.9,9929135.0,0
Kim Byeong-Ok,1,8.4,707481.0,0
Kim Basinger,1,8.2,64616940.0,2
Kiefer Sutherland,1,7.6,14378331.0,0
Ki-duk Kim,1,8.0,2380788.0,0
Brian O'Halloran,1,7.7,3151130.0,0
Kevin Peter Hall,1,7.8,59735548.0,0
Kevin McKidd,1,8.1,16501785.0,0
Kevin Jarre,1,7.8,56505065.0,0
Brian Tyler,1,7.6,22490039.0,0
Bridget Moynahan,1,7.6,24149632.0,0
Leonard Frey,1,8.0,80500000.0,3
Bonnie Hunt,1,8.6,136801374.0,0
Bruce Dern,1,7.7,17654912.0,0
Malcolm McDowell,1,8.3,6207725.0,0
Mahershala Ali,1,8.2,85080171.0,3
Maggie Smith,1,7.6,317575550.0,0
Maggie Grace,1,7.8,145000989.0,0
Bo Hopkins,1,7.6,35000000.0,2
Bob Balaban,1,7.9,32015231.0,0
Madhavan,1,8.4,6532908.0,0
Bob Geldof,1,8.1,22244207.0,0
Madeline Carroll,1,7.7,1752214.0,0
Bob Hoskins,1,7.7,156452370.0,4
Bob Odenkirk,1,7.7,17654912.0,0
Macaulay Culkin,1,7.6,285761243.0,0
Mabel Rivera,1,8.0,2086345.0,0
Léa Seydoux,1,7.7,2199675.0,0
Lyubov Agapova,1,7.8,181655.0,0
Lydia Wilson,1,7.8,15322921.0,0
Luàna Bajrami,1,8.1,3759854.0,0
Luke Bracey,1,8.1,67209615.0,2
Luis Guzmán,1,7.9,26400640.0,0
Lucy Liu,1,7.7,22494487.0,0
Mahito Tsujimura,1,8.1,495770.0,0
Malin Akerman,1,7.6,107509799.0,0
Lucy Boynton,1,8.0,216428042.0,4
Mamaengaroa Kerr-Bell,1,7.9,2201126.0,0
Marina Vasileva,1,7.6,566356.0,0
Marilyn Monroe,1,8.2,25000000.0,1
Marilyn Ghigliotti,1,7.7,3151130.0,0
Mariel Hemingway,1,7.9,45700000.0,0
Marie-Laure Dougnac,1,7.6,1794187.0,0
Marie-Josée Croze,1,8.0,5990075.0,0
Billy Zane,1,7.8,659325379.0,12
Marianne Koch,1,8.0,14500000.0,0
Maria Monti,1,7.6,696690.0,0
Maria Grazia Cucinotta,1,7.7,21848932.0,0
Maria Doyle Kennedy,1,7.9,3237118.0,0
Björk,1,8.0,4184036.0,0
Margaret Avery,1,7.8,98467863.0,0
Dean Martin,1,8.0,12535000.0,0
Marcia Gay Harden,1,8.1,18354356.0,0
Marcello Mastroianni,1,8.0,19516000.0,1
Mara Krupp,1,8.3,15000000.0,0
Mandy Patinkin,1,8.0,30857814.0,0
Mandy Moore,1,7.7,200821936.0,0
Lucy Davis,1,7.9,13542874.0,0
Lucas Hedges,1,7.8,47695120.0,2
Leonie Benesch,1,7.8,2222647.0,0
Linh Dan Pham,1,7.8,3600.0,0
Linda Larkin,1,8.0,217350219.0,2
Bobby Cannavale,1,7.6,5739376.0,0
Linda Cardellini,1,8.2,85080171.0,3
Linda Blair,1,8.0,232906145.0,2
Lina Leandersson,1,7.9,2122065.0,0
Lily Franky,1,7.9,3313513.0,0
Lilly Wachowski,1,8.7,171479930.0,4
Lillo Brancato,1,7.8,17266971.0,0
Lillete Dubey,1,7.8,4231500.0,0
Boluwatife Treasure Bankole,1,8.4,1661096.0,0
Liesel Matthews,1,7.7,10019307.0,0
Bonnie Bedelia,1,8.2,83008852.0,0
Liam Cunningham,1,7.7,10019307.0,0
Liam Aiken,1,7.7,104454762.0,1
Li Sun,1,7.6,24633730.0,0
Lewis Black,1,8.1,356461711.0,1
Lew Ayres,1,8.0,3270000.0,6
Leslie Nielsen,1,7.6,78756177.0,0
Leonor Watling,1,7.9,9284265.0,0
Lindsay Duncan,1,7.6,24801212.0,0
Lisa Hannigan,1,8.1,857524.0,0
Lubna Azabal,1,8.3,6857096.0,0
Lisa Spoonauer,1,7.7,3151130.0,0
Loveleen Tandan,1,8.0,141319928.0,8
Louise Lemoine Torrès,1,8.1,5820649.0,0
Louise Fletcher,1,8.7,112000000.0,5
Louis Wolheim,1,8.0,3270000.0,6
Louis Prima,1,7.6,141843612.0,1
Louis Hofmann,1,7.8,435266.0,0
Louis Eppolito,1,7.6,3796699.0,0
Louis Calhern,1,7.9,10464000.0,0
Lou Romano,1,8.0,206445654.0,1
Lorraine Gary,1,8.0,260000000.0,3
Lorraine Bracco,1,8.7,46836394.0,0
Lorella Cravotta,1,8.3,33225499.0,0
Lorelei Linklater,1,7.8,2892011.0,0
Lola Dueñas,1,8.0,2086345.0,0
Bob Peterson,1,8.2,293004164.0,3
Lloyd Bridges,1,7.9,9450000.0,4
Lloyd Avery II,1,7.8,57504069.0,0
Liza Minnelli,1,7.8,42765000.0,8
Lisanne Falk,1,7.8,2015810.0,0
Bruce Davison,1,7.7,6110979.0,0
Kate Mara,1,8.0,228433663.0,0
Jean Arthur,1,8.1,9600000.0,1
Carla Quevedo,1,8.2,6391436.0,0
Joe Pantoliano,1,8.4,25544867.0,0
Caroline Goodall,1,8.9,96898818.0,7
Jodi Benson,1,7.6,111543479.0,2
Carrie Henn,1,8.3,85160248.0,2
Joanna Cassidy,1,7.7,156452370.0,4
Joan Fontaine,1,8.1,4360000.0,2
Joan Cusack,1,8.2,415004880.0,2
Joan Crawford,1,8.1,4050000.0,1
Joan Chen,1,7.7,43984230.0,9
Jo Van Fleet,1,7.7,1924733.0,0
Jinpachi Nezu,1,8.2,4135750.0,1
Jin-mo Joo,1,8.0,238507.0,0
Jin Goo,1,7.8,547292.0,0
Jim Varney,1,8.3,191796233.0,1
Jim Sturgess,1,7.8,85433.0,0
Jim Kelly,1,7.7,25000000.0,0
Jim Henson,1,7.6,76657000.0,0
Carroll O'Connor,1,7.6,1378435.0,0
Ji-Eun Lim,1,7.6,45289.0,0
Carol Kane,1,8.0,39200000.0,4
Joel Basman,1,7.8,435266.0,0
Catherine O'Hara,1,8.0,75082668.0,0
Carla Gugino,1,7.6,107509799.0,0
John Hillerman,1,8.1,30933743.0,1
John Heard,1,7.6,285761243.0,0
John Haycraft,1,7.8,22954968.0,0
John Gielgud,1,8.0,52767889.0,8
John Getz,1,7.6,2150000.0,0
John Gavin,1,8.5,32000000.0,0
John Gallagher Jr.,1,8.0,1010414.0,0
Candela Peña,1,7.8,8264530.0,0
John Cusack,1,7.7,22858926.0,0
Carey Mulligan,1,7.8,35061555.0,0
John Cho,1,7.6,26020957.0,0
Carice van Houten,1,7.7,4398392.0,0
John Carradine,1,8.0,55000.0,2
John Cameron Mitchell,1,7.7,3029081.0,0
John C. Reilly,1,7.7,189422889.0,0
John Boyega,1,7.9,936662225.0,0
John Belushi,1,7.9,57229890.0,0
Joel Grey,1,7.8,42765000.0,8
Joel Edgerton,1,8.2,13657115.0,0
Jessie Royce Landis,1,8.3,13275000.0,0
Cathy Moriarty,1,8.2,23383987.0,2
John Hurt,1,8.4,78900000.0,1
Jemaine Clement,1,7.7,3333000.0,0
Jeffrey Jones,1,7.8,70136369.0,0
Jeff Goldblum,1,8.1,402453882.0,3
Jeff Garlin,1,8.4,223808164.0,1
Jeff Daniels,1,7.7,10631333.0,0
Jeff Cohen,1,7.8,61503218.0,0
Charley Grapewin,1,8.0,55000.0,2
Jeff Anderson,1,7.7,3151130.0,0
Jeanne Bates,1,7.9,7220243.0,0
Jean-Pierre Lorit,1,8.1,4043686.0,0
Jean-Pierre Jeunet,1,7.6,1794187.0,0
Jean-Marc Barr,1,7.8,4040691.0,0
Charlie Cox,1,7.6,38634938.0,0
Jean-Claude Donda,1,7.8,7002255.0,0
Jean-Baptiste Maunier,1,7.9,3635164.0,0
Jean Topart,1,7.8,193817.0,0
