actor,total_films,mean_rating,mean_gross,wins
Anthony Chau-Sang Wong,1,8.0,169659.0,0
Rex Harrison,1,7.8,72000000.0,8
Renée Zellweger,1,8.0,61649911.0,0
Reni Santoni,1,7.7,35900000.0,0
Raghuvir Yadav,1,8.1,70147.0,0
Anthony Gonzalez,1,8.4,209726015.0,2
Rachel Weisz,1,7.6,51401758.0,0
Rachel Ticotin,1,7.6,40903593.0,0
Rachel Shelley,1,8.1,70147.0,0
Anthony Michael Hall,1,7.9,56362352.0,0
Rachel House,1,7.9,5202582.0,0
Rachel Griffiths,1,7.6,52990775.0,0
Oprah Winfrey,1,7.8,98467863.0,0
R. Lee Ermey,1,8.3,46357676.0,0
Quinton Aaron,1,7.6,255959475.0,1
Quentin Tarantino,1,8.0,74103820.0,0
Qiu Yuen,1,7.7,17108591.0,0
Pruitt Taylor Vince,1,8.1,259127.0,0
Priscilla Presley,1,7.6,78756177.0,0
Anthony Perkins,1,8.5,32000000.0,0
Porter Hall,1,8.1,3969893.0,0
Piper Laurie,1,8.0,8284000.0,2
Ping Lam Siu,1,8.1,2734044.0,0
Rajkummar Rao,1,7.7,1122527.0,0
Ralph Brown,1,7.7,1544889.0,0
Ralph Macchio,1,7.6,52929168.0,1
Rebecca De Mornay,1,7.7,1752214.0,0
Rene Russo,1,7.9,32381218.0,0
Rene Bitorajac,1,7.9,1059830.0,1
Rene Auberjonois,1,7.6,111543479.0,2
Rena Owen,1,7.9,2201126.0,0
Reginald VelJohnson,1,8.2,83008852.0,0
Regina King,1,7.7,75331600.0,2
Reese Witherspoon,1,7.8,119519402.0,1
Reda Kateb,1,7.9,2084637.0,0
Ray Walston,1,8.3,18600000.0,5
Rami Malek,1,8.0,216428042.0,4
Ray Sahetapy,1,7.6,4105123.0,0
Ray Milland,1,8.2,12562.0,0
Ray Liotta,1,8.7,46836394.0,0
Raphael Fejtö,1,8.0,4542825.0,0
Raoul Max Trujillo,1,7.8,50866635.0,0
Ranveer Singh,1,8.0,5566534.0,0
Rani Mukerji,1,7.8,2921738.0,0
Randy Quaid,1,7.7,83043761.0,3
Artyom Bogucharskiy,1,7.8,181655.0,0
Noémie Merlant,1,8.1,3759854.0,0
Omar Sy,1,8.5,13182281.0,0
Mervyn LeRoy,1,8.0,2076020.0,2
Basil Rathbone,1,7.9,3981000.0,3
Beau Billingslea,1,7.9,1000045.0,0
Michael Berryman,1,8.7,112000000.0,5
Michael Beck,1,7.6,22490039.0,0
Michael Bates,1,8.3,6207725.0,0
Michael B. Jordan,1,7.6,109767581.0,0
Mia Sara,1,7.8,70136369.0,0
Bee Vang,1,8.1,148095302.0,0
Belén Rueda,1,8.0,2086345.0,0
Merila Zare'i,1,8.0,106662.0,0
Michelle Monaghan,1,7.6,20300218.0,0
Mercedes Morán,1,7.8,16756372.0,0
Ben Burtt,1,8.4,223808164.0,1
Melora Walters,1,7.6,57938693.0,0
Melissa Benoist,1,8.5,13092000.0,3
Ben Hardy,1,8.0,216428042.0,4
Ben Johnson,1,8.0,29133000.0,2
Megumi Hayashibara,1,7.7,881302.0,0
Megs Jenkins,1,7.8,2616000.0,0
Meg Ryan,1,7.6,92823600.0,0
Michael Clarke Duncan,1,8.6,136801374.0,0
Barry Pepper,1,7.6,13060843.0,0
Michael Ealy,1,7.6,69951824.0,0
Barry Keoghan,1,7.8,188373161.0,3
Michel Robin,1,7.8,7002255.0,0
Michel Auclair,1,7.8,16056255.0,0
Michael York,1,7.8,42765000.0,8
Michael Strong,1,7.9,61700000.0,7
Michael Sheen,1,7.7,18593156.0,0
Michael Schwartz,1,7.6,13122642.0,0
Michael Redgrave,1,7.8,2616000.0,0
Michael Preston,1,7.6,12465371.0,0
Michael Peña,1,7.6,41003371.0,0
Michael Palin,1,8.1,20045115.0,0
Michael Nyqvist,1,7.8,10095170.0,0
Michael Murphy,1,7.9,45700000.0,0
Barbara Stanwyck,1,8.3,5720000.0,0
Barkhad Abdi,1,7.8,107100855.0,0
Michael Lee Gogin,1,7.6,10680275.0,0
Michael Kenneth Williams,1,8.1,56671993.0,3
Barkhad Abdirahman,1,7.8,107100855.0,0
Barry Bostwick,1,7.8,193817.0,0
Barry Cook,1,7.6,120620254.0,0
Meat Loaf,1,8.8,37030102.0,0
Mckenna Grace,1,7.6,24801212.0,0
Mayumi Izuka,1,7.6,453243.0,0
Mary Tyler Moore,1,7.7,54800000.0,4
Bertil Guve,1,8.1,4971340.0,0
Mary Kay Bergman,1,7.7,52037603.0,0
Mary Elizabeth Mastrantonio,1,8.3,45598982.0,0
Marty Feldman,1,8.0,86300000.0,0
Martina Gedeck,1,8.4,11286112.0,1
Martin Stringer,1,8.2,40222514.0,2
Beverly D'Angelo,1,8.5,6719864.0,0
Biff McGuire,1,7.7,29800000.0,0
Bill Bernstein,1,7.9,18254702.0,0
Bill Hader,1,8.1,356461711.0,1
Marlon Wayans,1,8.3,3635482.0,0
Markéta Irglová,1,7.8,9439923.0,1
Markus Rygaard,1,7.6,1008098.0,0
Bill Nunn,1,8.1,259127.0,0
Mark Strong,1,7.6,209028679.0,0
Bill Pullman,1,7.6,3796699.0,0
Mark Rydell,1,7.6,959000.0,1
Bill Sage,1,7.6,15070285.0,0
Mark Margolis,1,7.9,26236603.0,0
Mary Stuart Masterson,1,7.7,82418501.0,0
Mary-Louise Parker,1,7.7,82418501.0,0
Mayu Matsuoka,1,7.9,3313513.0,0
Maryana Spivak,1,7.6,566356.0,0
Maxim Gaudette,1,8.3,6857096.0,0
Ben Stiller,1,7.6,52364010.0,0
Max Phipps,1,7.6,12465371.0,0
Maurice Evans,1,8.0,33395426.0,1
Matvey Novikov,1,7.6,566356.0,0
Matthew Modine,1,8.3,46357676.0,0
Ben Whishaw,1,7.8,40442052.0,0
Matthew Macfadyen,1,7.8,38405088.0,0
Matt Stone,1,7.7,52037603.0,0
Benno Fürmann,1,7.7,1054361.0,0
Mathieu Kassovitz,1,8.3,33225499.0,0
Benoît Régent,1,7.9,1324974.0,0
Matheus Nachtergaele,1,8.6,7563397.0,0
Bernhard Wicki,1,7.8,39100000.0,2
Masahiro Motoki,1,8.1,1498210.0,0
Masahiko Nishimura,1,7.8,5209580.0,0
Marília Pêra,1,8.0,5595428.0,0
María Mercedes Villagra,1,7.9,1221261.0,0
María Marull,1,8.1,3107072.0,0
Michelle La,1,7.6,26020957.0,0
Barbara Bel Geddes,1,8.3,3200000.0,0
Omar Sharif,1,8.0,111722000.0,5
Neil Brown Jr.,1,7.8,161197785.0,0
Niels Arestrup,1,7.9,2084637.0,0
Ashton Kutcher,1,7.6,57938693.0,0
Atsuko Tanaka,1,8.0,515905.0,0
Nicolas Bro,1,7.8,1305.0,0
Nick Offerman,1,7.7,6743776.0,0
Nick Moran,1,8.2,3897569.0,0
Auli'i Cravalho,1,7.6,248757044.0,0
Nicholas Hoult,1,8.1,154058340.0,6
Neil Patrick Harris,1,8.1,167767189.0,0
Neeral Mulchandani,1,7.7,412544.0,0
Michelle Rodriguez,1,7.8,760507625.0,3
Aurore Clément,1,8.1,2181987.0,0
Nawazuddin Siddiqui,1,7.8,4231500.0,0
Nathan Fillion,1,7.8,25514517.0,0
Nathalie Boltt,1,7.9,115646235.0,0
Aurélien Recoing,1,7.7,2199675.0,0
Natalie Dessay,1,7.7,1054361.0,0
Nat Wolff,1,7.7,124872350.0,0
Nastassja Kinski,1,8.1,2181987.0,0
Aya Okamoto,1,7.8,128985.0,0
Nigel Havers,1,7.7,22238696.0,0
Nimrat Kaur,1,7.8,4231500.0,0
Nina Petri,1,7.6,7267585.0,0
Nina van Pallandt,1,7.6,959000.0,1
Olivia de Havilland,1,7.9,3981000.0,3
Asa Butterfield,1,7.8,9030581.0,0
Olivia Wilde,1,8.1,26947624.0,0
Olivia Cooke,1,7.7,6743776.0,0
Oliver Stokowski,1,7.7,141072.0,0
Oliver Reed,1,8.5,187705427.0,5
Oksana Akinshina,1,7.8,181655.0,0
Oka Antara,1,8.0,2625803.0,0
Ash Brannon,1,7.9,245852179.0,0
O.J. Simpson,1,7.6,78756177.0,0
O'Shea Jackson Jr.,1,7.8,161197785.0,0
Norman Taurog,1,8.0,2076020.0,2
Norman Reedus,1,7.8,25812.0,0
Norman Ferguson,1,7.7,76408097.0,1
Norma Crane,1,8.0,80500000.0,3
Noriko Hidaka,1,8.2,1105564.0,0
Nora-Jane Noone,1,7.7,4890878.0,0
Noomi Rapace,1,7.8,10095170.0,0
Noah Emmerich,1,8.1,125618201.0,0
Azhy Robertson,1,7.9,2000000.0,1
Nancy Kyes,1,7.7,47000000.0,0
Nanako Matsushima,1,7.7,765127.0,0
Mitchell Ryan,1,7.6,65207127.0,0
Miriam Shor,1,7.7,3029081.0,0
Miranda Richardson,1,7.7,22238696.0,0
Mirai Shida,1,7.6,19202743.0,0
Miori Takimoto,1,7.8,5209580.0,0
Ming-Na Wen,1,7.6,120620254.0,0
Mina Sadati,1,7.8,2402067.0,0
Milla Jovovich,1,7.7,63540020.0,0
Milhem Cortaz,1,8.0,8060.0,0
Bahar Pars,1,7.7,3358518.0,0
Mila Kunis,1,8.0,106954678.0,1
Mikkel Boe Følsgaard,1,7.8,435266.0,0
Miki Imai,1,7.6,453243.0,0
Mike Vitar,1,7.8,32416586.0,0
Mike Myers,1,7.8,267665011.0,1
Mikael Persbrandt,1,7.6,1008098.0,0
Bahare Seddiqi,1,8.3,933933.0,0
Michèle Caucheteux,1,7.8,7002255.0,0
Michelle Yeoh,1,7.8,128078872.0,0
Bajram Severdzan,1,8.1,348660.0,0
Miss Piggy,1,7.7,27281507.0,0
Mitchell Whitfield,1,7.6,52929168.0,1
Nakul Roshan Sahdev,1,8.0,5566534.0,0
Miyu Irino,1,8.6,10055859.0,0
Nafise Jafar-Mohammadi,1,8.3,933933.0,0
Mónica Villa,1,8.1,3107072.0,0
Mía Maestro,1,7.8,16756372.0,0
Mélissa Désormeaux-Poulin,1,8.3,6857096.0,0
Mélanie Thierry,1,8.1,259127.0,0
Mélanie Laurent,1,8.3,120540719.0,1
Myrna Loy,1,8.0,23650000.0,8
Mustafa Kamel,1,8.3,6857096.0,0
BD Wong,1,7.6,120620254.0,0
Babak Karimi,1,7.8,2402067.0,0
Bae Doona,1,7.6,45289.0,0
Moon So-Ri,1,8.1,2006788.0,0
Montgomery Clift,1,7.6,30500000.0,8
Monica Viegas,1,7.8,7002255.0,0
Mone Kamishiraishi,1,8.4,5017246.0,0
Mona Singh,1,8.4,6532908.0,0
Molly Ringwald,1,7.8,45875171.0,0
Molly Picon,1,8.0,80500000.0,3
Mohammad Amir Naji,1,8.3,933933.0,0
Roberts Blossom,1,7.6,43000000.0,0
DeForest Kelley,1,7.7,78912963.0,0
Anna Faris,1,7.7,44585453.0,1
Alan Rickman,1,8.2,83008852.0,0
Toshirô Yanagiba,1,7.6,453243.0,0
Toshirô Mifune,1,8.6,269061.0,0
Topol,1,8.0,80500000.0,3
Tony Roberts,1,8.0,39200000.0,4
Tony Moran,1,7.7,47000000.0,0
Tony Lo Bianco,1,7.7,15630710.0,5
Tony Hale,1,7.8,434038008.0,1
Tony Curtis,1,8.2,25000000.0,1
Alan Randolph Scott,1,7.8,2015810.0,0
Tomoko Yamaguchi,1,7.7,15090400.0,0
Vicky Jenson,1,7.8,267665011.0,1
Alan Ruck,1,7.8,70136369.0,0
Tommy Chong,1,7.7,10600000.0,0
Tom Waits,1,7.8,1436000.0,0
Tom Skerritt,1,8.4,78900000.0,1
Tom Prior,1,7.7,35893537.0,1
Tom Hulce,1,8.3,51973029.0,8
Tom Hiddleston,1,7.9,315058289.0,0
Tom Helmore,1,8.3,3200000.0,0
Aldo Giuffrè,1,8.8,6100000.0,0
Trevor Howard,1,8.1,449191.0,1
Trevor Jack Brooks,1,7.8,2892011.0,0
Trey Parker,1,7.7,52037603.0,0
Trine Dyrholm,1,7.6,1008098.0,0
Veronica Cartwright,1,8.4,78900000.0,1
Vernon Dobtcheff,1,8.1,5820649.0,0
Verna Bloom,1,7.7,10600000.0,0
Vera Miles,1,8.5,32000000.0,0
Valerie Faris,1,7.8,59891098.0,2
Akira Terao,1,8.2,4135750.0,1
Alakina Mann,1,7.6,96522687.0,0
Alan Alda,1,7.6,72313754.0,1
Alan Badel,1,7.8,16056255.0,0
Ulrich Mühe,1,8.4,11286112.0,1
Ulrich Matthes,1,8.2,5509040.0,0
Tôru Furuya,1,7.7,881302.0,0
Alan Mak,1,8.0,169659.0,0
Tyler Perry,1,8.1,167767189.0,0
Tyler Hoechlin,1,7.7,104454762.0,1
Tung Cho 'Joe' Cheung,1,8.1,2734044.0,0
Tugba Sunguroglu,1,7.6,845464.0,0
Tsuyoshi Ihara,1,7.9,13756082.0,1
Tsutomu Yamazaki,1,8.1,1498210.0,0
Alec Baldwin,1,7.7,10725228.0,0
Tom Guiry,1,7.8,32416586.0,0
Alejandro Jodorowsky,1,7.9,61001.0,0
Thom Hoffman,1,7.7,4398392.0,0
Thibault Verhaeghe,1,7.6,548707.0,0
Theodore Liscinski,1,7.7,3029081.0,0
Thelma Ritter,1,8.4,36764313.0,0
Ali Mosaffa,1,7.8,1330596.0,0
Tessa Thompson,1,7.6,109767581.0,0
Tessa Mitchell,1,7.8,5128124.0,0
Terry Jones,1,8.2,1229197.0,0
Terry Gilliam,1,8.1,20045115.0,0
Terrence Howard,1,7.9,318412101.0,0
Teri Hatcher,1,7.7,75286229.0,0
Teri Garr,1,7.6,132088635.0,2
Teresa Wright,1,8.0,23650000.0,8
Teresa Palmer,1,8.1,67209615.0,2
Terence Alexander,1,7.8,16056255.0,0
Teo Briones,1,7.7,33800859.0,0
Tensai Okamura,1,7.9,1000045.0,0
Temuera Morrison,1,7.9,2201126.0,0
Telly Savalas,1,7.6,1378435.0,0
Tatum O'Neal,1,8.1,30933743.0,1
Thierry Lhermitte,1,7.7,4065116.0,0
Alexandre Tharaud,1,7.9,6739492.0,1
Aleksey Rozin,1,7.6,566356.0,0
Thomas F. Wilson,1,7.8,118500000.0,0
Tobey Maguire,1,7.6,10680275.0,0
Tippi Hedren,1,7.7,11403529.0,0
Tiny Sandford,1,8.5,163245.0,0
Timothée Chalamet,1,7.9,18095701.0,1
Timothy Spall,1,8.0,13417292.0,0
Timothy Hutton,1,7.7,54800000.0,4
Timothy Bottoms,1,8.0,29133000.0,2
Aleksey Serebryakov,1,7.6,1092800.0,0
Alex Palmer,1,7.6,45064915.0,0
Tim McGraw,1,7.6,255959475.0,1
Tim Holt,1,8.2,5014000.0,3
Tim Blake Nelson,1,7.7,45512588.0,0
Alexander Gould,1,8.1,380843261.0,1
Alexandre Rodrigues,1,8.6,7563397.0,0
Thora Birch,1,8.3,130096601.0,5
Thomasin McKenzie,1,7.9,349555.0,1
Thomas Mitchell,1,7.9,9450000.0,4
Thomas Mann,1,7.7,6743776.0,0
Thomas Kretschmann,1,8.5,32572577.0,3
Vicellous Shannon,1,7.6,50668906.0,1
Victor Buono,1,8.1,4050000.0,1
Ann Reinking,1,7.9,37823676.0,4
Wotan Wilke Möhring,1,7.7,141072.0,0
Yoshiyuki Takei,1,7.9,1000045.0,0
Yoshiaki Umegaki,1,7.8,128985.0,0
Yordanos Shiferaw,1,8.4,1661096.0,0
Yoo Ji-Tae,1,8.4,707481.0,0
Yong Dong,1,7.6,24633730.0,0
Yoko Honna,1,7.6,453243.0,0
Yeong-su Oh,1,8.0,2380788.0,0
Yayan Ruhian,1,8.0,2625803.0,0
Xolani Mali,1,8.1,23530892.0,0
Adil Hussain,1,7.9,124987023.0,4
Victor Jory,1,8.0,53267000.0,0
Adrian Molina,1,8.4,209726015.0,2
Wood Harris,1,7.8,115654751.0,0
Wolfgang Lukschy,1,8.0,14500000.0,0
Wladyslaw Kowalski,1,7.8,1999955.0,0
Adèle Exarchopoulos,1,7.7,2199675.0,0
William Sylvester,1,8.3,56954992.0,1
William Shatner,1,7.7,78912963.0,0
William Keighley,1,7.9,3981000.0,3
William Hurt,1,7.6,14378331.0,0
Yukiko Shimazaki,1,8.6,269061.0,0
Yul Brynner,1,7.7,4905000.0,0
Yun Qu,1,7.6,24633730.0,0
Yun-Fat Chow,1,7.8,128078872.0,0
Álvaro Guerrero,1,8.1,5383834.0,0
Zoë Kravitz,1,8.1,154058340.0,6
Zooey Deschanel,1,7.7,32391374.0,0
Aaron Taylor-Johnson,1,7.6,48071303.0,0
Abigail Breslin,1,7.6,75590286.0,0
Adam Baldwin,1,8.3,46357676.0,0
Zazie Beetz,1,8.5,335451311.0,2
Zamira Saunders,1,7.9,61001.0,0
Zain Al Rafeea,1,8.4,1661096.0,0
Zack Gottsagen,1,7.6,13122642.0,0
Adam Driver,1,7.9,2000000.0,1
Zachary Levi,1,7.7,200821936.0,0
Zach Grenier,1,8.8,37030102.0,0
Adel Bencherif,1,7.9,2084637.0,0
Zac Mattoon O'Brien,1,7.8,9030581.0,0
Yûko Tanaka,1,8.4,2375308.0,0
Yôji Matsuda,1,8.4,2375308.0,0
Yvonne Furneaux,1,8.0,19516000.0,1
Yuriko Ishida,1,8.4,2375308.0,0
Adèle Haenel,1,8.1,3759854.0,0
William Hickey,1,8.0,75082668.0,0
William H. Macy,1,8.1,24611975.0,2
Walton Goggins,1,7.8,54117416.0,1
Walter Huston,1,8.2,5014000.0,3
Walter Connolly,1,8.1,4360000.0,5
Wah Yuen,1,7.7,17108591.0,0
Wagner Moura,1,8.0,8060.0,0
Vladimir Vdovichenkov,1,7.6,1092800.0,0
Aitana Sánchez-Gijón,1,7.7,1082715.0,0
Virginia Cherrill,1,8.5,19181.0,0
Ajay Naidu,1,7.7,10824921.0,0
Vinícius de Oliveira,1,8.0,5595428.0,0
Ving Rhames,1,7.7,220159104.0,0
Vincent D'Onofrio,1,8.3,46357676.0,0
Vincent Cassel,1,8.0,106954678.0,1
Vince Vaughn,1,8.1,18354356.0,0
Akihiro Miwa,1,8.2,4711096.0,0
Vijay Varma,1,8.0,5566534.0,0
Vijay Raaz,1,8.0,5566534.0,0
Akio Ôtsuka,1,8.0,515905.0,0
Vidya Malvade,1,8.2,1113541.0,0
Victor Slezak,1,7.6,71516617.0,0
Aidan Gillen,1,7.9,3237118.0,0
Warren Clarke,1,8.3,6207725.0,0
William Daniels,1,8.0,104945305.0,1
Warren Oates,1,7.9,24379978.0,5
William Atherton,1,7.7,111110575.0,0
Agnes Moorehead,1,8.3,1585634.0,1
Ahna Capri,1,7.7,25000000.0,0
Will Poulter,1,8.0,183637894.0,3
Will Patton,1,7.8,115654751.0,0
Will Forte,1,7.7,17654912.0,0
Will Ferrell,1,7.7,257760692.0,0
Wilfrid Hyde-White,1,7.8,72000000.0,8
Wilford Brimley,1,8.1,13782838.0,0
Ahney Her,1,8.1,148095302.0,0
Wil Wheaton,1,8.1,52287414.0,0
Wil Johnson,1,7.6,1008098.0,0
Whoopi Goldberg,1,7.8,98467863.0,0
Wesley Addy,1,8.1,4050000.0,1
Wes Bentley,1,8.3,130096601.0,5
Wendy Hiller,1,7.7,28350000.0,6
Wendy Crewson,1,8.1,14677674.0,1
Wendell Corey,1,8.4,36764313.0,0
Wendee Lee,1,7.7,151086.0,0
Tatsuya Nakadai,1,8.2,4135750.0,1
Tatsuya Gashûin,1,8.2,4711096.0,0
Tatsuya Fujiwara,1,7.6,19202743.0,0
Sakura Andô,1,7.9,3313513.0,0
Sam Waterston,1,7.8,34700291.0,3
Sam Shepard,1,7.8,21500000.0,4
Andrew Philpot,1,7.7,151086.0,0
Sam Riley,1,7.7,871577.0,0
Andrew Robinson,1,7.7,35900000.0,0
André Ramiro,1,8.0,8060.0,0
Sally Hawkins,1,7.8,40442052.0,0
Sally Field,1,8.8,330252182.0,6
Salim Kechiouche,1,7.7,2199675.0,0
Saif Ali Khan,1,8.0,1787378.0,0
Taron Egerton,1,7.7,128261724.0,0
Sagarika Ghatge,1,8.2,1113541.0,0
Andy Garcia,1,7.6,66666062.0,0
Ryôko Hirosue,1,8.1,1498210.0,0
Ryô Narita,1,8.4,5017246.0,0
Ryô Kase,1,7.9,13756082.0,1
Andy Lau,1,8.0,169659.0,0
Ryan Potter,1,7.8,222527828.0,1
Ryan O'Neal,1,8.1,30933743.0,1
Ryan Hurst,1,7.8,115654751.0,0
Sam Wood,1,8.1,198676459.0,10
Andrew Marton,1,7.8,39100000.0,2
Samantha Isler,1,7.9,5875006.0,0
Andrew Kevin Walker,1,8.6,100125643.0,0
Scott Schwartz,1,7.9,20605209.0,0
Scott H. Reiniger,1,7.9,5100000.0,0
Ananda George,1,7.6,4105123.0,0
Scott Adsit,1,7.8,222527828.0,1
Scatman Crothers,1,8.4,44017374.0,0
Saurabh Shukla,1,8.0,141319928.0,8
Sareh Bayat,1,8.3,7098492.0,0
Sarah Vowell,1,7.6,608581744.0,0
Sarah Silverman,1,7.7,189422889.0,0
Sarah Polley,1,7.8,3600.0,0
Sarah Jessica Parker,1,7.8,5887457.0,2
Sarah Bolger,1,7.7,15539266.0,0
Sarah Berry,1,7.8,5923044.0,0
Sara Takatsuki,1,7.7,765127.0,0
Andrea Eckert,1,8.1,5535405.0,0
Andrea Riseborough,1,7.7,42340598.0,4
Sandra Bernhard,1,7.8,2500000.0,0
Samuel E. Wright,1,7.6,111543479.0,2
Samuel Armstrong,1,7.7,76408097.0,1
Ruth Roman,1,7.9,7630000.0,0
Ruth Nelson,1,7.8,52096475.0,0
Rutger Hauer,1,8.1,32868943.0,0
Rosanna Arquette,1,7.7,10600000.0,0
Rory Cochrane,1,7.6,7993039.0,0
Anjelica Huston,1,7.6,52364010.0,0
Ronny Cox,1,7.7,7056013.0,0
Ronnie Del Carmen,1,8.1,356461711.0,1
Ron Livingston,1,7.7,10824921.0,0
Romolo Valli,1,7.6,696690.0,0
Mark Boone Junior,1,8.4,25544867.0,0
Roman Polanski,1,7.7,1924733.0,0
Roman Madyanov,1,7.6,1092800.0,0
Roman Griffin Davis,1,7.9,349555.0,1
Ann Owens,1,7.6,13122642.0,0
Roland Møller,1,7.8,435266.0,0
Rohini Hattangadi,1,8.0,52767889.0,8
Roe-ha Kim,1,8.1,14131.0,0
Rodrigo De la Serna,1,7.8,16756372.0,0
Rodney Rothman,1,8.4,190241310.0,1
Rodney A. Grant,1,8.0,184208848.0,7
Roddy McDowall,1,8.0,33395426.0,1
Rod Taylor,1,7.7,11403529.0,0
Rosamund Pike,1,8.1,167767189.0,0
Anita Ekberg,1,8.0,19516000.0,1
Rusty Schwimmer,1,7.7,10019307.0,0
Rosario Flores,1,7.9,9284265.0,0
Russell Means,1,7.7,75505856.0,1
Angela Bassett,1,7.7,48169908.0,0
Russell Brand,1,7.6,251513985.0,0
Angelina Jolie,1,7.7,35739802.0,0
Rupert Graves,1,8.2,70511035.0,0
Rupert Friend,1,7.8,9030581.0,0
Ruocheng Ying,1,7.7,43984230.0,9
Rumi Hiiragi,1,8.6,10055859.0,0
Angie Dickinson,1,8.0,12535000.0,0
Rufus,1,8.3,33225499.0,0
Rudy Youngblood,1,7.8,50866635.0,0
Ruby Dee,1,8.0,27545445.0,0
Angus Macfadyen,1,8.3,75600000.0,5
Roy Kinnear,1,7.8,4000000.0,0
Roy Dotrice,1,8.3,51973029.0,8
Rosie Shaw,1,7.9,5009677.0,0
Roshan Seth,1,8.0,52767889.0,8
Rosemarie DeWitt,1,8.0,151101803.0,6
Roscoe Karns,1,8.1,4360000.0,5
Scott Weinger,1,8.0,217350219.0,2
Seamus Davey-Fitzpatrick,1,7.9,8114627.0,0
Sean Astin,1,7.8,61503218.0,0
Allen Leech,1,8.0,91125683.0,1
Steve Zahn,1,8.0,27298285.0,3
Allison Williams,1,7.7,176040665.0,1
Steve Martin,1,7.6,49530280.0,0
Steve Coogan,1,7.6,37707719.0,0
Ally Sheedy,1,7.8,45875171.0,0
Steve Buscemi,1,8.1,24611975.0,2
America Ferrera,1,7.6,41003371.0,0
Stephen Young,1,7.9,61700000.0,7
Stephen Trask,1,7.7,3029081.0,0
Stephen Tobolowsky,1,8.0,70906973.0,0
Stephen Rea,1,8.2,70511035.0,0
Stephen Chow,1,7.7,17108591.0,0
Stephen Boyd,1,8.1,74700000.0,11
Stephen Baldwin,1,8.5,23341568.0,2
Amir Farrokh Hashemian,1,8.3,933933.0,0
Stefania Sandrelli,1,8.0,541940.0,0
Stanley Holloway,1,7.8,72000000.0,8
Stanislas Carré de Malberg,1,8.0,4542825.0,0
Srdjan 'Zika' Todorovic,1,8.1,348660.0,0
Steven Bauer,1,8.3,45598982.0,0
Sully Boyar,1,8.0,50000000.0,1
Sophie Perry,1,7.7,35893537.0,1
Sumi Shimamoto,1,8.1,495770.0,0
Alicia Vikander,1,7.7,25442958.0,1
Taraji P. Henson,1,7.8,169607287.0,0
Alida Valli,1,8.1,449191.0,1
Takuya Kimura,1,8.2,4711096.0,0
Takeshi Kaneshiro,1,8.1,600200.0,0
Takashi Shimura,1,8.6,269061.0,0
Alison Crosbie,1,8.1,25010410.0,0
Alison Doody,1,8.2,197171806.0,1
Tabu,1,7.9,124987023.0,4
T.J. Miller,1,8.0,363070709.0,0
Sylvie Testud,1,7.6,10301706.0,2
Sylvia Miles,1,7.8,44785053.0,3
Sylvia Hoeks,1,7.8,85433.0,0
Alison Whelan,1,7.9,14743391.0,0
Allen Garfield,1,7.8,4420000.0,0
Suzanne Clément,1,8.1,3492754.0,0
Sushant Singh Rajput,1,7.7,1122527.0,0
Suraj Sharma,1,7.9,124987023.0,4
Sunny Pawar,1,8.0,51739495.0,0
Spike Lee,1,7.7,48169908.0,0
Sophie Okonedo,1,8.1,23530892.0,0
Sean Bean,1,8.8,315544750.0,4
Shelley Duvall,1,8.4,44017374.0,0
Sharon Stone,1,8.2,42438300.0,0
Sharon Percy,1,7.9,258168.0,0
Sharman Joshi,1,8.4,6532908.0,0
Sharlto Copley,1,7.9,115646235.0,0
Shameik Moore,1,8.4,190241310.0,1
Shailene Woodley,1,7.7,124872350.0,0
Seymour Cassel,1,7.7,17105219.0,0
Seung-Yun Lee,1,8.0,238507.0,0
Seth Rogen,1,7.6,35014192.0,0
Sessue Hayakawa,1,8.1,44908000.0,7
Sergi López,1,8.2,37634615.0,3
Sela Ward,1,7.8,183875760.0,1
Sebastian Maniscalco,1,8.2,85080171.0,3
Amy Smart,1,7.6,57938693.0,0
Sebastian Cabot,1,7.6,141843612.0,1
Sean Young,1,8.1,32868943.0,0
Ana López Mercado,1,7.6,13622333.0,0
Sean Patrick Flanery,1,7.8,25812.0,0
Sean Bridgers,1,8.1,14677674.0,1
Sheetal Menon,1,8.0,4018695.0,0
Shigesato Itoi,1,8.2,1105564.0,0
Sophie Marceau,1,8.3,75600000.0,5
Shilpa Shukla,1,8.2,1113541.0,0
Sophie Kennedy Clark,1,7.6,37707719.0,0
Sonoya Mizuno,1,7.7,25442958.0,1
Sonia Todd,1,7.7,35811509.0,1
Sondra Locke,1,7.8,31800000.0,0
Solveig Dommartin,1,8.0,3333969.0,0
Soledad Villamil,1,8.2,6391436.0,0
Soia Lira,1,8.0,5595428.0,0
Slim Pickens,1,7.7,119500000.0,0
Siu-Lung Leung,1,7.7,17108591.0,0
Sissy Spacek,1,8.0,6203044.0,0
Amira Casar,1,7.9,18095701.0,1
Amit Sadh,1,7.7,1122527.0,0
Sienna Miller,1,7.6,38634938.0,0
Sidse Babett Knudsen,1,7.7,412544.0,0
Sidney Poitier,1,7.9,24379978.0,5
Shôgo Furuya,1,7.8,128985.0,0
Amrita Puri,1,7.7,1122527.0,0
Shirley Eaton,1,7.7,51081062.0,1
Shin Ha-kyun,1,7.6,45289.0,0
Billy Bob Thornton,1,8.0,24475416.0,1
Mare Winningham,1,7.6,37707719.0,0
Marjane Satrapi,1,8.0,4445756.0,0
Christopher Rivera,1,7.6,5904366.0,0
